Customer_ID,Age,Gender,Annual_Income,Occupation,Card_Type,Credit_Limit,Card_Age_Months,Monthly_Spending,Monthly_Transactions,Avg_Transaction_Value,Online_Shopping_Spending,Grocery_Spending,Fuel_Spending,Dining_Spending,Travel_Spending,Entertainment_Spending,Utility_Bill_Spending,Outstanding_Balance,Statement_Balance,Payment_Amount,Payment_Ratio,Credit_Utilization,Cash_Advance_Amount,EMI_Count,International_Transactions,Reward_Points_Earned,Reward_Points_Redeemed,Mobile_App_Login,Credit_Score,Log_Annual_Income,Log_Credit_Limit,Log_Monthly_Spending,Spending_To_Income_Ratio
CC100066,18,M,981630,Private Employee,Silver,256000.0,49,51931.97,51,996.75,8587.24,16105.69,3315.04,12975.29,793.5,4193.36,5961.84,99854.49,143842.6,92059.26,0.64,0.38,41420.52,5,0,1542,633,20,573,13.79697075297226,12.45293662970407,10.857709127577293,0.05290381304510963
CC100067,47,M,1322419,Private Employee,Gold,522000.0,91,66351.13,115,594.53,5802.78,12631.01,30381.46,1900.76,2928.77,3354.9,9351.45,435802.25,482315.28,318328.08,0.66,0.86,0.0,3,0,2606,0,24,506,14.094973949391523,13.165424782571753,11.102731141731892,0.050174059809711034
CC100068,21,M,1338872,Government Employee,Gold,513000.0,41,85146.17,171,492.59,19935.17,19718.49,6966.69,21032.5,10113.59,4997.8,2381.92,233232.94,311946.18,140375.78,0.45,0.45,0.0,3,4,3432,0,61,562,14.107338773274385,13.148033073468746,11.3521364500717,0.06359545199194848
CC100069,56,F,118954,Student,Basic,20000.0,26,6558.79,17,404.82,434.06,339.53,1897.97,1152.96,219.67,246.77,2267.83,13337.62,18190.05,5457.02,0.3,0.68,0.0,0,0,130,0,9,479,11.686500549315944,9.90353755128617,8.788713869230612,0.055137195886213394
CC100070,51,F,685016,Private Employee,Silver,199000.0,43,41404.85,49,874.32,6150.05,4518.65,8244.92,14674.6,1672.77,3066.89,3076.96,52460.13,82764.29,52969.15,0.64,0.26,0.0,2,0,1245,0,29,645,13.437198934454662,12.201065128819632,10.631177454178713,0.06044362467357779
CC100071,25,M,756631,Private Employee,Silver,211000.0,43,33876.51,87,382.92,6852.98,5926.55,3793.57,8774.59,3021.8,674.66,4832.35,158506.56,190499.77,169544.8,0.89,0.75,0.0,2,0,1001,229,9,587,13.536632284761964,12.259618151783465,10.430506651377993,0.04477282849837275
CC100072,21,M,1790941,Private Employee,Platinum,939000.0,100,87137.17,110,798.15,6319.31,32806.22,9844.1,6845.51,1178.76,4116.06,26027.21,390046.01,452015.21,393253.23,0.87,0.41,0.0,3,3,5172,0,37,670,14.398252296375535,13.752571823152559,11.375250298762369,0.04865440570041864
CC100073,51,M,1612871,Business Owner,Platinum,912000.0,37,113334.35,114,1003.07,12446.51,18822.7,32783.02,9165.18,7464.72,26151.89,6500.33,386697.08,468424.54,449687.56,0.96,0.43,0.0,4,1,6875,0,68,653,14.293526998719866,13.723396365547096,11.638106401883569,0.07026870096820968
CC100074,38,F,1255237,Private Employee,Silver,350000.0,33,81207.6,100,827.55,13697.03,8392.6,11264.95,5482.41,6295.09,14863.49,21212.03,260136.91,327024.28,317213.55,0.97,0.73,0.0,3,1,2402,1608,67,612,14.04283575400262,12.765691290604371,11.304776431871609,0.06469503368635011
CC100075,38,F,119610,Student,Basic,21000.0,104,3458.55,25,141.86,770.13,778.76,518.91,196.48,859.68,110.99,223.59,10031.35,13261.43,12996.2,0.98,0.48,0.0,0,0,68,0,10,666,11.692000089513536,9.952325334619427,8.148893801790052,0.028915224477141108
CC100076,51,M,685868,Retired,Silver,198000.0,19,21147.51,61,329.74,3761.63,2889.83,1589.66,3135.48,610.72,4223.35,4936.84,47362.51,66321.98,55710.46,0.84,0.24,0.0,0,0,622,87,24,686,13.438441926373313,12.19602736016897,9.959324732820187,0.03083320697232072
CC100077,18,M,703280,Self-Employed,Silver,199000.0,41,26464.04,38,728.12,4640.68,8232.53,1348.77,2098.83,3511.76,4974.53,1656.94,138438.74,158278.92,120291.98,0.76,0.7,0.0,2,1,787,0,10,569,13.46351180643282,12.201065128819632,10.183579895721136,0.03762945057391609
CC100078,29,M,1084882,Private Employee,Gold,427000.0,133,54499.01,88,616.71,4676.19,9792.23,4934.96,10214.45,5457.98,2196.01,17227.18,388845.82,427319.89,410227.09,0.96,0.92,78787.22,3,0,2175,1493,22,571,13.8969827050408,12.964541634128395,10.905956164137557,0.05023496564557035
CC100079,23,M,1647303,Private Employee,Platinum,863000.0,9,89378.21,114,745.79,3561.28,29160.35,5399.14,1124.11,13520.67,8128.78,28483.88,434586.11,520471.56,400763.1,0.77,0.49,0.0,5,1,5282,3984,62,619,14.314650570147993,13.668171128813444,11.400643383782013,0.054257298140935474
CC100080,50,M,939816,Private Employee,Gold,377000.0,66,31855.91,54,615.0,2645.46,11600.77,3291.44,4279.31,2948.92,1679.52,5410.48,139647.93,168500.87,82565.43,0.49,0.36,0.0,2,0,1270,0,17,566,13.753440454442346,12.840003118946523,10.369009591943188,0.03389590089938992
CC100081,41,M,1781413,Private Employee,Gold,746000.0,35,104342.25,120,900.14,11591.12,30244.4,12264.5,9631.83,8911.87,20628.36,11070.17,439479.56,534521.94,523831.5,0.98,0.6,0.0,5,0,4112,0,44,618,14.392917988936338,13.522482219667573,11.555441224260736,0.05857274534283418
CC100082,31,M,1491946,Private Employee,Silver,384000.0,52,74985.35,149,504.19,11476.66,18850.05,16669.0,14684.5,327.65,7300.51,5676.97,56295.13,124505.14,92133.8,0.74,0.15,0.0,5,0,2243,0,38,678,14.21559253632669,12.85840043573314,11.225061375954438,0.05026009654471234
CC100083,21,M,1596716,Private Employee,Platinum,828000.0,34,97796.92,171,554.88,11505.81,37648.39,13124.36,6550.33,3933.5,3350.17,21684.35,685146.01,754098.72,324262.45,0.43,0.84,0.0,4,8,5826,1415,53,488,14.283460204230467,13.626769641096136,11.490658587903082,0.06124878813726894
CC100084,31,F,6454624,Business Owner,Platinum,3602000.0,12,402816.32,104,3818.95,23233.02,94620.25,45088.5,63395.69,88204.5,24031.88,64242.49,352627.65,650644.41,637631.52,0.98,0.1,0.0,2,7,24325,11381,65,744,15.680307486074941,15.097000082341543,12.906238437909066,0.06240740281686059
CC100085,26,F,858257,Private Employee,Gold,310000.0,134,28834.2,54,510.24,4452.36,3913.39,7025.97,2866.29,3985.74,1086.31,5504.14,113030.36,140920.01,119782.01,0.85,0.37,42628.86,2,2,1159,475,11,660,13.662660032569825,12.644330802262578,10.269352142040718,0.033596230499330665
CC100086,40,F,220293,Student,Basic,42000.0,27,8553.68,23,363.18,2037.29,1670.95,998.05,1053.42,901.29,412.22,1480.46,30817.15,37707.06,29788.58,0.79,0.74,5771.94,0,0,172,0,16,541,12.302718296831705,10.645448706505872,9.054233780600407,0.03882865093131291
CC100087,43,F,689328,Private Employee,Silver,187000.0,21,33465.05,62,562.22,2892.92,5285.9,6051.12,2137.86,3207.55,3818.13,10071.57,61448.45,86560.48,48473.87,0.56,0.33,17186.8,2,0,1022,182,14,570,13.443473939655664,12.138869243416009,10.41828677110707,0.048547353363731824
CC100088,51,F,1815831,Government Employee,Platinum,934000.0,15,114039.41,123,889.99,20282.98,19535.47,3579.57,11572.65,6673.36,17201.25,35194.13,528547.87,625148.1,600142.18,0.96,0.56,149797.28,2,5,6854,4866,35,655,14.412054322850752,13.747232787874218,11.64430813824989,0.06280287647879784
CC100089,31,F,377001,Retired,Basic,65000.0,11,14543.45,21,683.11,2376.75,4131.27,2539.33,2036.72,217.55,472.95,2768.87,30223.42,41406.94,39750.66,0.96,0.46,0.0,0,1,291,77,14,654,12.840005771455864,11.082157933374816,9.584964756532669,0.03857668812447244
